,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,filename
31512,2751,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Classic Polo Mens  T-shirt,http://assets.myntassets.com/v1/images/style/properties/8a3936d829abedff4861b20dbfa4b88b_images.jpg,2751.jpg
17155,12780,Women,Apparel,Apparel Set,Kurta Sets,Brown,Fall,2011,Ethnic,Mother Earth Women Cotton Brown Salwar Suit,http://assets.myntassets.com/v1/images/style/properties/2a1dee3000cf29414d1855ff9181a7b2_images.jpg,12780.jpg
12499,38957,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Gini and Jony Boys Printed Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/11b4e3a6a606cd5fa18250027eba2cce_images.jpg,38957.jpg
30127,51549,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Black Watch,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Women-Black-Watch_0ca22a9b59bd639f0103bdfc916fbcd5_images.jpg,51549.jpg
7115,15669,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,2011,Casual,Belkin Unisex Vue Sleeve Black Bags,http://assets.myntassets.com/v1/images/style/properties/56ace4be8e4c52ba0d50f0081d21db32_images.jpg,15669.jpg
29277,2190,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2010,Sports,ADIDAS Men Lead Light Track Pant,http://assets.myntassets.com/v1/images/style/properties/17cb157c1c689885a4ced4b1c9c5f99a_images.jpg,2190.jpg
30449,25236,Women,Accessories,Bags,Handbags,Green,Winter,2015,Casual,Lino Perros Women Check Green Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Check-Green-Handbag991fde7f204a93c0386a94aa24deae2e_images.jpg,25236.jpg
25007,27828,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Bulchee Men Brown Leather Belt,http://assets.myntassets.com/v1/images/style/properties/97cf210a94ae81775118ad77919d0e16_images.jpg,27828.jpg
12371,46584,Women,Footwear,Shoes,Heels,White,Summer,2012,Casual,Catwalk Women White Sandals,http://assets.myntassets.com/v1/images/style/properties/f9cd868eaeebaccefeab4d9e35fa3706_images.jpg,46584.jpg
13375,58848,Men,Accessories,Cufflinks,Cufflinks,Blue,Summer,2012,Casual,Hakashi Men Blue Cufflinks,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Blue-Cufflinks_5898332151131bd8c149318da1e26054_images.jpg,58848.jpg
9768,21454,Women,Apparel,Topwear,Tshirts,Black,Winter,2012,Casual,Roxy Women Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/fb0c6e6a1226d5eb01b95ee303d9bc17_images.jpg,21454.jpg
15228,21243,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,Footloose Unisex Morita Black Backpack,http://assets.myntassets.com/v1/images/style/properties/9eec10c4101406d3cac904fc24e99656_images.jpg,21243.jpg
33746,59504,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,2013,Casual,Lucera Silver Necklace,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Necklace_ce60d6e83d91b722612962bd356f57e4_images.jpg,59504.jpg
14044,25211,Women,Accessories,Bags,Handbags,Magenta,Winter,2015,Casual,Lino Perros Women Leatherette Magenta Handbag,http://assets.myntassets.com/v1/images/style/properties/955bf11354ec299adc10389e515a5476_images.jpg,25211.jpg
33686,5954,Men,Apparel,Topwear,Shirts,Pink,Summer,2011,Casual,Locomotive Men Pink Stripe Shirt,http://assets.myntassets.com/v1/images/style/properties/215fee7121040b5e87af8347852876f0_images.jpg,5954.jpg
27677,18971,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Top,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Solid-Black-Top_9acf4892a500ee76c89e6eee319684f9_images.jpg,18971.jpg
31998,22243,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,ID Men White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/71be96d630d6b324be30410d0e320f38_images.jpg,22243.jpg
43558,8361,Girls,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Doodle Girl's Tonight Night Rock Light Green Kidswear,http://assets.myntassets.com/v1/images/style/properties/d335032e77ab4c39f6df292e323741cc_images.jpg,8361.jpg
25580,34600,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual,Tonga Women Pink Dress,http://assets.myntassets.com/v1/images/style/properties/02f1054998d3c1c0b59eb64daf3a6ecd_images.jpg,34600.jpg
31919,26273,Men,Apparel,Topwear,Tshirts,Green,Summer,2013,Casual,Proline Men Green Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/067903e1baa7f01c33c6e7fc994ed7db_images.jpg,26273.jpg
27406,37470,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Esprit Women Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/c69696cf5d9df2d8ed4f9e5ef762ba89_images.jpg,37470.jpg
23011,19180,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual,United Colors of Benetton Men Check White Shirt,http://assets.myntassets.com/v1/images/style/properties/e10f990eaf1e3b82268b4422713d75b2_images.jpg,19180.jpg
32344,45342,Women,Footwear,Shoes,Heels,Black,Summer,2016,Casual,Cobblerz Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/adaf7a468c0eacf042b408f943ab99db_images.jpg,45342.jpg
33892,3296,Men,Footwear,Shoes,Sports Shoes,White,Spring,2011,Sports,Asics Men's Sport GEL Pulse 2 White Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/6ede388648edc8e480c5fa042930c135_images.jpg,3296.jpg
29365,39604,Women,Footwear,Shoes,Heels,Bronze,Spring,2013,Casual,Catwalk Women Bronze Heels,http://assets.myntassets.com/v1/images/style/properties/aa30824055e91457b001c956cee1428d_images.jpg,39604.jpg
4672,3308,Men,Footwear,Shoes,Sports Shoes,White,Spring,2011,Sports,Asics Men's Gel Cushioning Running White Black Yellow Shoe,http://assets.myntassets.com/v1/images/style/properties/3ad2891fc7b6eb03276bae0a9b85d73d_images.jpg,3308.jpg
32029,5144,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Wrangler Women's Nautical Stripe White Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/35cc979a298109d30695583beb6fca46_images.jpg,5144.jpg
24133,49692,Men,Accessories,Ties,Ties,Red,Summer,2012,Casual,Park Avenue Men Red Tie,http://assets.myntassets.com/v1/images/style/properties/Park-Avenue-Men-Red-Tie_2e3941e70438c31d2df8754ecb880f4a_images.jpg,49692.jpg
41731,35107,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Allen Solly Men Leather Black Wallet,http://assets.myntassets.com/v1/images/style/properties/58a1042c4f9548d9a0e081d909a3c82d_images.jpg,35107.jpg
19985,9078,Men,Apparel,Bottomwear,Track Pants,Black,Spring,2013,Sports,ADIDAS Men Crkt Col Pant Black Trackpant,http://assets.myntassets.com/v1/images/style/properties/dae4ea9e0af17b44657c4f007183c90a_images.jpg,9078.jpg
31,4729,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/0108969213975af06095ff84a0ec0c72_images.jpg,4729.jpg
31399,24326,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,ADIDAS Unisex Black Casual Backpack,http://assets.myntassets.com/v1/images/style/properties/d2b580c2a706729aa6d1a8aa9e1bb335_images.jpg,24326.jpg
43903,12782,Women,Apparel,Topwear,Kurtas,Red,Fall,2011,Ethnic,Mother Earth Women Aug Bagru Red Kurtas,http://assets.myntassets.com/v1/images/style/properties/ae2aec2272ead0942ca293f97c83bfd5_images.jpg,12782.jpg
12346,15643,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Sports,Nike Men AS Team Woven Black Track Pants,http://assets.myntassets.com/v1/images/style/properties/3ef0a6d3d70fa59f107fdc89e7ca3941_images.jpg,15643.jpg
17082,31192,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2015,Casual,Cabarelli Men Accessory Gift Set,http://assets.myntassets.com/v1/images/style/properties/9c007719597568af9d54e4db9b4d4b06_images.jpg,31192.jpg
38695,21153,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,s.Oliver Men Printed Grey Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/162530ba18d70364b9f81618d6970642_images.jpg,21153.jpg
30541,16642,Men,Apparel,Topwear,Tshirts,Purple,Summer,2016,Casual,Facit Men Smart Purple Tshirt,http://assets.myntassets.com/v1/images/style/properties/a32b1590506a49b4b9bcd5d2b1d60f8e_images.jpg,16642.jpg
20575,44791,Men,Apparel,Innerwear,Boxers,Blue,Summer,2016,Casual,Calvin Klein Mens blue Boxers,http://assets.myntassets.com/v1/images/style/properties/295657175768c2e2f38b6c94db9471e2_images.jpg,44791.jpg
24272,51838,Women,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Bwitch Women Black Brief,http://assets.myntassets.com/v1/images/style/properties/ffb48be928c0f6410b84b249c961b348_images.jpg,51838.jpg
30864,43681,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,French Connection Women Printed Blue Dress,http://assets.myntassets.com/v1/images/style/properties/8dc40103eb6204a92e4ce75049ba345e_images.jpg,43681.jpg
38530,28964,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,BIBA Women Ethnic Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/35ec381991243f5ade3e1a37e145d6ea_images.jpg,28964.jpg
39189,7944,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,Puma Men's Riddim Mood Indigo Yellow Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/b78a6a99d9d4eae9c0cc102ecdd066e1_images.jpg,7944.jpg
8661,39405,Men,Apparel,Topwear,Shirts,Lavender,Summer,2014,Smart Casual,U.S. Polo Assn. Men Lavender & White Striped Linen Tailored Fit Smart Casual Shirt,http://assets.myntassets.com/v1/image/style/properties/39405/US-Polo-Assn-Men-Shirts_1_668b40d51c89ee02c36b3fa6258a2639.jpg,39405.jpg
19294,43388,Men,Accessories,Wallets,Wallets,Black,Spring,2012,Casual,Lino Perros Men Black Wallet,http://assets.myntassets.com/v1/images/style/properties/006b71fc83a776c4893e932ca90eaf1d_images.jpg,43388.jpg
25790,23218,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,Aneri Women Pride Black Kurta,http://assets.myntassets.com/v1/images/style/properties/becdfa336609f85a7cb54fe671129acd_images.jpg,23218.jpg
22209,20696,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2011,Casual,Buckaroo Men Bello Olive Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/1ae633e31106011ac2d576d7e519c44f_images.jpg,20696.jpg
13564,37743,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,John Players Men Stripes Grey Shirt,http://assets.myntassets.com/v1/images/style/properties/c70992dcc37256df6c632fed955d461e_images.jpg,37743.jpg
34604,44018,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017,Casual,Baldessarini Men Delmar prestige  Perfume,http://assets.myntassets.com/v1/images/style/properties/dc8ddc84a0b1e142e1ac7b615125a23b_images.jpg,44018.jpg
6543,30748,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men Striped White Kurta,http://assets.myntassets.com/v1/images/style/properties/6fc722332db88af2cc5fd6e02a27dfa2_images.jpg,30748.jpg
10170,33506,Women,Apparel,Bottomwear,Capris,Green,Summer,2012,Casual,Doodle Kids Girl  Green Capris,http://assets.myntassets.com/v1/images/style/properties/ea0177a938aeaf8c464d776c2582b52b_images.jpg,33506.jpg
14761,38933,Girls,Apparel,Bottomwear,Leggings,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Leggings,http://assets.myntassets.com/v1/images/style/properties/759f163c719a08926859815a22ec8752_images.jpg,38933.jpg
2122,33416,Women,Accessories,Wallets,Wallets,Purple,Fall,2012,Casual,Baggit Women Purple Wallet,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Purple-Wallet_20cb9029012b8c024a5b234fc329c17a_images.jpg,33416.jpg
42877,2467,Men,Accessories,Headwear,Caps,White,Summer,2012,Casual,Nike Men White Cap,http://assets.myntassets.com/v1/images/style/properties/Nike-Men-Classic-Swoosh-White-Cap_a0e48ad2b9c372b64c4df163b7546046_images.jpg,2467.jpg
21604,22149,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Lee Cooper Men Black Casual Sandals,http://assets.myntassets.com/v1/images/style/properties/871eefbdee4aeaba79c24b9c11a23fc6_images.jpg,22149.jpg
39607,28024,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Jockey ELANCE Men Pack Of 2 Briefs 1004,http://assets.myntassets.com/v1/images/style/properties/5286ddbebc86b81f773778286f61ae43_images.jpg,28024.jpg
15258,6144,Women,Footwear,Sandal,Sports Sandals,Red,Winter,2012,Casual,Puma Women Black & Red Apex Sports Sandals,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Apex-Red-Black-Floater_6a2a1f5c54fb5ae54a794ad4fbbbe993_images.jpg,6144.jpg
42907,44757,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Globalite Men Black Max Shoes,http://assets.myntassets.com/v1/images/style/properties/a4fa3760dd6b81536b289dcd4cb87815_images.jpg,44757.jpg
7545,58493,Women,Apparel,Dress,Dresses,Grey,Fall,2012,Casual,Tonga Women Grey Dress,http://assets.myntassets.com/v1/images/style/properties/Tonga-Women-Grey-Dress_85699efa1b3a8648e1ae04fa4a341526_images.jpg,58493.jpg
30367,44691,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Wills Lifestyle Women Yellow Top,http://assets.myntassets.com/v1/images/style/properties/7b1d7fecedc39b8ddbed1962262ce7d6_images.jpg,44691.jpg
27472,34201,Men,Apparel,Bottomwear,Track Pants,Grey Melange,Summer,2012,Sports,Proline Men Grey Melange Track Pants,http://assets.myntassets.com/v1/images/style/properties/Proline-Men-Grey-Melange-Track-Pants_abacc191bb093d8f022bba939a73517e_images.jpg,34201.jpg
2852,26359,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Arrow Women Black Top,http://assets.myntassets.com/v1/images/style/properties/40014fbb0362937401e076119468d633_images.jpg,26359.jpg
19882,14440,Women,Footwear,Shoes,Heels,White,Summer,2012,Casual,Enroute Women Casual White Flats,http://assets.myntassets.com/v1/images/style/properties/5ab6e885de937e7d3b314993fb70a6ed_images.jpg,14440.jpg
29213,27998,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Jockey ZONE Men Charcoal Tanga Brief US18,http://assets.myntassets.com/v1/images/style/properties/40ffe67656b2ed27e38a3c13e0e33c42_images.jpg,27998.jpg
14575,3802,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2015,Casual,Skechers Men's Navy Grey Shoe,http://assets.myntassets.com/v1/images/style/properties/acb182c64a63910b3541dc06e9b7a84b_images.jpg,3802.jpg
20997,39154,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Aneri Women Blue Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/1386562143cf7187130a3006ce626325_images.jpg,39154.jpg
43173,8357,Boys,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Doodle Boy's End Is Just Begining Green Kidswear,http://assets.myntassets.com/v1/images/style/properties/0679f587e85082b827247be7d7ba5a17_images.jpg,8357.jpg
17937,2260,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Nike Mens Blue Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/e1223f0f6684ecd2fe27d4e8318f62d0_images.jpg,2260.jpg
41490,12346,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Formal,Reebok Women Grey Solid V-Neck T-shirt,http://assets.myntassets.com/assets/images/productimage/2018/3/16/11521193957675-1.jpg,12346.jpg
291,43164,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Watch,http://assets.myntassets.com/v1/images/style/properties/20e55321f145a292edb4cc9776ea1985_images.jpg,43164.jpg
5243,5461,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's Downshifter Lea Black Shoe,http://assets.myntassets.com/v1/images/style/properties/0fe9f1a6f85a5c4703716ac28cff358f_images.jpg,5461.jpg
17844,49885,Unisex,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Kids Unisex White Dial Analog Watch,http://assets.myntassets.com/v1/images/style/properties/32fc7ad5cb0fca658c71efc3ad198feb_images.jpg,49885.jpg
19367,10448,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Flying Machine Men Grey Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/e6fdfef321fad69de935325ca92d02b8_images.jpg,10448.jpg
6275,47279,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013,Formal,Franco Leone Men Brown Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/1c907157032eb3729b9afdbb70c812c7_images.jpg,47279.jpg
29308,15862,Unisex,Footwear,Sandal,Sandals,Blue,Fall,2012,Casual,Warner Bros Kids Unisex SD Face Sandal Blue Sandals,http://assets.myntassets.com/v1/images/style/properties/5239e721b9f1e86eb86de868cd6acf0d_images.jpg,15862.jpg
5965,40258,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Scullers Men White & Navy Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/dded6da4a02dcfe22981a7834e3a0712_images.jpg,40258.jpg
15309,8816,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Spykar Men Ranger Blue Navy Checks Shirts,http://assets.myntassets.com/v1/images/style/properties/508a6d36aeacbf619c9f5dbbb39de8ad_images.jpg,8816.jpg
2076,47597,Women,Footwear,Shoes,Heels,Beige,Winter,2014,Casual,Portia Women Beige Wedges,http://assets.myntassets.com/v1/images/style/properties/b9d7756f04a27888de7e317c9f568b6c_images.jpg,47597.jpg
42204,41878,Men,Footwear,Sandal,Sandals,Brown,Summer,2015,Casual,Estd. 1977 Men Beige Sandals,http://assets.myntassets.com/v1/images/style/properties/Estd-1977-Men-Beige-Sandals_d8a58364e7f050f5385c1fa8e195eb0e_images.jpg,41878.jpg
41329,12587,Unisex,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Tantra Unisex Printed Brown Tshirts,http://assets.myntassets.com/v1/images/style/properties/a268de395dd5d15a423557ee61230e6a_images.jpg,12587.jpg
27841,57880,Women,Personal Care,Skin Care,Face Scrub and Exfoliator,Green,Spring,2017,Casual,Biotique Women Bio Walnut Purifying & Polishing Scrub,http://assets.myntassets.com/v1/images/style/properties/Biotique-Women-Bio-Walnut-Purifying---Polishing-Scrub_7d6b5800a66ed01ce5b4e58bc1d35a9c_images.jpg,57880.jpg
40499,5672,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Tantra Men's Bangalore Metro Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/a5f581a515d8574b3a28239d5c891853_images.jpg,5672.jpg
1494,54383,Women,Accessories,Wallets,Wallets,Green,Summer,2015,Casual,Baggit Women Green Wallet,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Green-Wallet_f50989b4f30fe9b0c36a5033272f736d_images.jpg,54383.jpg
27639,35093,Women,Accessories,Scarves,Scarves,Blue,Summer,2012,Casual,Allen Solly Woman Blue Scarf,http://assets.myntassets.com/v1/images/style/properties/6b31e38d967db21809f60eaa2320d6d4_images.jpg,35093.jpg
25543,49866,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Kids Unisex Black Digital Watch,http://assets.myntassets.com/v1/images/style/properties/deeb7e013bb87badd09f0e05b968f4c5_images.jpg,49866.jpg
43636,37052,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Lino Perros Women Brown Belt,http://assets.myntassets.com/v1/images/style/properties/5867cc194efbaa87a7bb5f6444478f5b_images.jpg,37052.jpg
28762,53071,Women,Accessories,Bags,Clutches,Red,Summer,2012,Casual,Rocia Women Red Clutch,http://assets.myntassets.com/v1/images/style/properties/20dd322ceeefe9e7ea001070df5bdd56_images.jpg,53071.jpg
33538,16401,Men,Apparel,Topwear,Shirts,Charcoal,Fall,2011,Casual,Levis Men Check Charcoal Shirts,http://assets.myntassets.com/v1/images/style/properties/f365ebb683484521cffd775e69e29d4d_images.jpg,16401.jpg
34341,29642,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Formal,Indigo Nation Men Black Shirt,http://assets.myntassets.com/v1/images/style/properties/1bdc79fd50ad6fb563ba1c61c09cf1ef_images.jpg,29642.jpg
29283,47617,Women,Footwear,Shoes,Flats,Black,Fall,2014,Casual,Portia Women Black & White Flats,http://assets.myntassets.com/v1/images/style/properties/Portia-Women-Black-Sandals_3f8c0ca32bfff6e5999609d008ffd6d1_images.jpg,47617.jpg
36567,27181,Men,Apparel,Bottomwear,Trousers,Blue,Summer,2012,Formal,Mark Taylor Men Striped Blue Trousers,http://assets.myntassets.com/v1/images/style/properties/6baf83446b56d35856b607f9faab84db_images.jpg,27181.jpg
10955,48435,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012,Casual,French Connection Men Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/5322e3e210d3e64977449ecb427a005c_images.jpg,48435.jpg
